,index,nom_amenageur,siren_amenageur,contact_amenageur,nom_operateur,contact_operateur,telephone_operateur,nom_enseigne,id_station_itinerance,id_station_local,nom_station,implantation_station,adresse_station,code_insee_commune,coordonneesXY,nbre_pdc,id_pdc_itinerance,id_pdc_local,puissance_nominale,prise_type_ef,prise_type_2,prise_type_combo_ccs,prise_type_chademo,prise_type_autre,gratuit,paiement_acte,paiement_cb,paiement_autre,tarification,condition_acces,reservation,horaires,accessibilite_pmr,restriction_gabarit,station_deux_roues,raccordement,num_pdl,date_mise_en_service,observations,date_maj,cable_t2_attache,last_modified,datagouv_dataset_id,datagouv_resource_id,datagouv_organization_or_owner,created_at,consolidated_longitude,consolidated_latitude,consolidated_code_postal,consolidated_commune,consolidated_is_lon_lat_correct,consolidated_is_code_insee_verified,non_concerne
103158,104044,TESLA France SARL,524335262,charging-france@tesla.com,TESLA France SARL,charging-france@tesla.com,0970732103,TESLA France SARL,FRTSLP30251,30251,"Saint-Dié-des-Vosges, France",Station dédiée à la recharge rapide,"Zac D'Hellieule II - 16 Rue Emile Durkheim, 88100 Saint-Dié-des-Vosges",88413,"[6.93653259, 48.29337153]",16,FRSTLE0DKXTU,,250,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,restriction gabarit inconnue,FALSE,Direct,50090816468227,2023-12-19,Station dédiée à la recharge rapide,2024-11-20,,2024-11-26T15:11:45.849000+00:00,62ea8cd6af9f2e745fa84023,9a53f96f-9bb7-4d94-9687-4c8525dea018,tesla-motors,2023-12-14T11:38:33.809000+00:00,6.93653259,48.29337153,88100,Saint-Dié-des-Vosges,True,True,False
103159,104045,TESLA France SARL,524335262,charging-france@tesla.com,TESLA France SARL,charging-france@tesla.com,0970732103,TESLA France SARL,FRTSLP30251,30251,"Saint-Dié-des-Vosges, France",Station dédiée à la recharge rapide,"Zac D'Hellieule II - 16 Rue Emile Durkheim, 88100 Saint-Dié-des-Vosges",88413,"[6.93653259, 48.29337153]",16,FRSTLE0DKXTW,,250,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,restriction gabarit inconnue,FALSE,Direct,50090816468227,2023-12-19,Station dédiée à la recharge rapide,2024-11-20,,2024-11-26T15:11:45.849000+00:00,62ea8cd6af9f2e745fa84023,9a53f96f-9bb7-4d94-9687-4c8525dea018,tesla-motors,2023-12-14T11:38:33.809000+00:00,6.93653259,48.29337153,88100,Saint-Dié-des-Vosges,True,True,False
103160,104046,TESLA France SARL,524335262,charging-france@tesla.com,TESLA France SARL,charging-france@tesla.com,0970732103,TESLA France SARL,FRTSLP30251,30251,"Saint-Dié-des-Vosges, France",Station dédiée à la recharge rapide,"Zac D'Hellieule II - 16 Rue Emile Durkheim, 88100 Saint-Dié-des-Vosges",88413,"[6.93653259, 48.29337153]",16,FRSTLE0DKXTY,,250,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,restriction gabarit inconnue,FALSE,Direct,50090816468227,2023-12-19,Station dédiée à la recharge rapide,2024-11-20,,2024-11-26T15:11:45.849000+00:00,62ea8cd6af9f2e745fa84023,9a53f96f-9bb7-4d94-9687-4c8525dea018,tesla-motors,2023-12-14T11:38:33.809000+00:00,6.93653259,48.29337153,88100,Saint-Dié-des-Vosges,True,True,False
103161,104047,TESLA France SARL,524335262,charging-france@tesla.com,TESLA France SARL,charging-france@tesla.com,0970732103,TESLA France SARL,FRTSLP30251,30251,"Saint-Dié-des-Vosges, France",Station dédiée à la recharge rapide,"Zac D'Hellieule II - 16 Rue Emile Durkheim, 88100 Saint-Dié-des-Vosges",88413,"[6.93653259, 48.29337153]",16,FRSTLE0DKXU0,,250,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,restriction gabarit inconnue,FALSE,Direct,50090816468227,2023-12-19,Station dédiée à la recharge rapide,2024-11-20,,2024-11-26T15:11:45.849000+00:00,62ea8cd6af9f2e745fa84023,9a53f96f-9bb7-4d94-9687-4c8525dea018,tesla-motors,2023-12-14T11:38:33.809000+00:00,6.93653259,48.29337153,88100,Saint-Dié-des-Vosges,True,True,False
103162,104048,TESLA France SARL,524335262,charging-france@tesla.com,TESLA France SARL,charging-france@tesla.com,0970732103,TESLA France SARL,FRTSLP30251,30251,"Saint-Dié-des-Vosges, France",Station dédiée à la recharge rapide,"Zac D'Hellieule II - 16 Rue Emile Durkheim, 88100 Saint-Dié-des-Vosges",88413,"[6.93653259, 48.29337153]",16,FRSTLE0DKXU2,,250,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,restriction gabarit inconnue,FALSE,Direct,50090816468227,2023-12-19,Station dédiée à la recharge rapide,2024-11-20,,2024-11-26T15:11:45.849000+00:00,62ea8cd6af9f2e745fa84023,9a53f96f-9bb7-4d94-9687-4c8525dea018,tesla-motors,2023-12-14T11:38:33.809000+00:00,6.93653259,48.29337153,88100,Saint-Dié-des-Vosges,True,True,False
103163,104049,TESLA France SARL,524335262,charging-france@tesla.com,TESLA France SARL,charging-france@tesla.com,0970732103,TESLA France SARL,FRTSLP30251,30251,"Saint-Dié-des-Vosges, France",Station dédiée à la recharge rapide,"Zac D'Hellieule II - 16 Rue Emile Durkheim, 88100 Saint-Dié-des-Vosges",88413,"[6.93653259, 48.29337153]",16,FRSTLE0DKXU4,,250,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,restriction gabarit inconnue,FALSE,Direct,50090816468227,2023-12-19,Station dédiée à la recharge rapide,2024-11-20,,2024-11-26T15:11:45.849000+00:00,62ea8cd6af9f2e745fa84023,9a53f96f-9bb7-4d94-9687-4c8525dea018,tesla-motors,2023-12-14T11:38:33.809000+00:00,6.93653259,48.29337153,88100,Saint-Dié-des-Vosges,True,True,False
103164,104050,TESLA France SARL,524335262,charging-france@tesla.com,TESLA France SARL,charging-france@tesla.com,0970732103,TESLA France SARL,FRTSLP30251,30251,"Saint-Dié-des-Vosges, France",Station dédiée à la recharge rapide,"Zac D'Hellieule II - 16 Rue Emile Durkheim, 88100 Saint-Dié-des-Vosges",88413,"[6.93653259, 48.29337153]",16,FRSTLE0DKXU6,,250,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,restriction gabarit inconnue,FALSE,Direct,50090816468227,2023-12-19,Station dédiée à la recharge rapide,2024-11-20,,2024-11-26T15:11:45.849000+00:00,62ea8cd6af9f2e745fa84023,9a53f96f-9bb7-4d94-9687-4c8525dea018,tesla-motors,2023-12-14T11:38:33.809000+00:00,6.93653259,48.29337153,88100,Saint-Dié-des-Vosges,True,True,False
103165,104051,TESLA France SARL,524335262,charging-france@tesla.com,TESLA France SARL,charging-france@tesla.com,0970732103,TESLA France SARL,FRTSLP30246,30246,"Laval, France",Station dédiée à la recharge rapide,"Hôtel Campanile Laval Nord- 21 Rue Ferdinand Buisson, 53810 Changé",72058,"[-0.75845064, 48.09307904]",12,FRSTLE0DN2VV,,250,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,restriction gabarit inconnue,FALSE,Direct,50031483299204,2023-12-15,Station dédiée à la recharge rapide,2024-11-20,,2024-11-26T15:11:45.849000+00:00,62ea8cd6af9f2e745fa84023,9a53f96f-9bb7-4d94-9687-4c8525dea018,tesla-motors,2023-12-14T11:38:33.809000+00:00,-0.75845064,48.09307904,,,False,False,False
103166,104052,TESLA France SARL,524335262,charging-france@tesla.com,TESLA France SARL,charging-france@tesla.com,0970732103,TESLA France SARL,FRTSLP30246,30246,"Laval, France",Station dédiée à la recharge rapide,"Hôtel Campanile Laval Nord- 21 Rue Ferdinand Buisson, 53810 Changé",72058,"[-0.75845064, 48.09307904]",12,FRSTLE0DN2VX,,250,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,restriction gabarit inconnue,FALSE,Direct,50031483299204,2023-12-15,Station dédiée à la recharge rapide,2024-11-20,,2024-11-26T15:11:45.849000+00:00,62ea8cd6af9f2e745fa84023,9a53f96f-9bb7-4d94-9687-4c8525dea018,tesla-motors,2023-12-14T11:38:33.809000+00:00,-0.75845064,48.09307904,,,False,False,False
103167,104053,TESLA France SARL,524335262,charging-france@tesla.com,TESLA France SARL,charging-france@tesla.com,0970732103,TESLA France SARL,FRTSLP30246,30246,"Laval, France",Station dédiée à la recharge rapide,"Hôtel Campanile Laval Nord- 21 Rue Ferdinand Buisson, 53810 Changé",72058,"[-0.75845064, 48.09307904]",12,FRSTLE0DN2VZ,,250,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,restriction gabarit inconnue,FALSE,Direct,50031483299204,2023-12-15,Station dédiée à la recharge rapide,2024-11-20,,2024-11-26T15:11:45.849000+00:00,62ea8cd6af9f2e745fa84023,9a53f96f-9bb7-4d94-9687-4c8525dea018,tesla-motors,2023-12-14T11:38:33.809000+00:00,-0.75845064,48.09307904,,,False,False,False
103168,104054,TESLA France SARL,524335262,charging-france@tesla.com,TESLA France SARL,charging-france@tesla.com,0970732103,TESLA France SARL,FRTSLP30246,30246,"Laval, France",Station dédiée à la recharge rapide,"Hôtel Campanile Laval Nord- 21 Rue Ferdinand Buisson, 53810 Changé",72058,"[-0.75845064, 48.09307904]",12,FRSTLE0DN2W1,,250,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,restriction gabarit inconnue,FALSE,Direct,50031483299204,2023-12-15,Station dédiée à la recharge rapide,2024-11-20,,2024-11-26T15:11:45.849000+00:00,62ea8cd6af9f2e745fa84023,9a53f96f-9bb7-4d94-9687-4c8525dea018,tesla-motors,2023-12-14T11:38:33.809000+00:00,-0.75845064,48.09307904,,,False,False,False
103169,104055,TESLA France SARL,524335262,charging-france@tesla.com,TESLA France SARL,charging-france@tesla.com,0970732103,TESLA France SARL,FRTSLP30246,30246,"Laval, France",Station dédiée à la recharge rapide,"Hôtel Campanile Laval Nord- 21 Rue Ferdinand Buisson, 53810 Changé",72058,"[-0.75845064, 48.09307904]",12,FRSTLE0DN2W3,,250,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,restriction gabarit inconnue,FALSE,Direct,50031483299204,2023-12-15,Station dédiée à la recharge rapide,2024-11-20,,2024-11-26T15:11:45.849000+00:00,62ea8cd6af9f2e745fa84023,9a53f96f-9bb7-4d94-9687-4c8525dea018,tesla-motors,2023-12-14T11:38:33.809000+00:00,-0.75845064,48.09307904,,,False,False,False
103170,104056,TESLA France SARL,524335262,charging-france@tesla.com,TESLA France SARL,charging-france@tesla.com,0970732103,TESLA France SARL,FRTSLP30246,30246,"Laval, France",Station dédiée à la recharge rapide,"Hôtel Campanile Laval Nord- 21 Rue Ferdinand Buisson, 53810 Changé",72058,"[-0.75845064, 48.09307904]",12,FRSTLE0DN2W5,,250,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,restriction gabarit inconnue,FALSE,Direct,50031483299204,2023-12-15,Station dédiée à la recharge rapide,2024-11-20,,2024-11-26T15:11:45.849000+00:00,62ea8cd6af9f2e745fa84023,9a53f96f-9bb7-4d94-9687-4c8525dea018,tesla-motors,2023-12-14T11:38:33.809000+00:00,-0.75845064,48.09307904,,,False,False,False
103171,104057,TESLA France SARL,524335262,charging-france@tesla.com,TESLA France SARL,charging-france@tesla.com,0970732103,TESLA France SARL,FRTSLP30246,30246,"Laval, France",Station dédiée à la recharge rapide,"Hôtel Campanile Laval Nord- 21 Rue Ferdinand Buisson, 53810 Changé",72058,"[-0.75845064, 48.09307904]",12,FRSTLE0DN2W7,,250,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,restriction gabarit inconnue,FALSE,Direct,50031483299204,2023-12-15,Station dédiée à la recharge rapide,2024-11-20,,2024-11-26T15:11:45.849000+00:00,62ea8cd6af9f2e745fa84023,9a53f96f-9bb7-4d94-9687-4c8525dea018,tesla-motors,2023-12-14T11:38:33.809000+00:00,-0.75845064,48.09307904,,,False,False,False
103172,104058,TESLA France SARL,524335262,charging-france@tesla.com,TESLA France SARL,charging-france@tesla.com,0970732103,TESLA France SARL,FRTSLP30246,30246,"Laval, France",Station dédiée à la recharge rapide,"Hôtel Campanile Laval Nord- 21 Rue Ferdinand Buisson, 53810 Changé",72058,"[-0.75845064, 48.09307904]",12,FRSTLE0DN2W9,,250,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,restriction gabarit inconnue,FALSE,Direct,50031483299204,2023-12-15,Station dédiée à la recharge rapide,2024-11-20,,2024-11-26T15:11:45.849000+00:00,62ea8cd6af9f2e745fa84023,9a53f96f-9bb7-4d94-9687-4c8525dea018,tesla-motors,2023-12-14T11:38:33.809000+00:00,-0.75845064,48.09307904,,,False,False,False
103173,104059,TESLA France SARL,524335262,charging-france@tesla.com,TESLA France SARL,charging-france@tesla.com,0970732103,TESLA France SARL,FRTSLP30246,30246,"Laval, France",Station dédiée à la recharge rapide,"Hôtel Campanile Laval Nord- 21 Rue Ferdinand Buisson, 53810 Changé",72058,"[-0.75845064, 48.09307904]",12,FRSTLE0DN2WB,,250,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,restriction gabarit inconnue,FALSE,Direct,50031483299204,2023-12-15,Station dédiée à la recharge rapide,2024-11-20,,2024-11-26T15:11:45.849000+00:00,62ea8cd6af9f2e745fa84023,9a53f96f-9bb7-4d94-9687-4c8525dea018,tesla-motors,2023-12-14T11:38:33.809000+00:00,-0.75845064,48.09307904,,,False,False,False
103174,104060,TESLA France SARL,524335262,charging-france@tesla.com,TESLA France SARL,charging-france@tesla.com,0970732103,TESLA France SARL,FRTSLP30246,30246,"Laval, France",Station dédiée à la recharge rapide,"Hôtel Campanile Laval Nord- 21 Rue Ferdinand Buisson, 53810 Changé",72058,"[-0.75845064, 48.09307904]",12,FRSTLE0DN2WD,,250,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,restriction gabarit inconnue,FALSE,Direct,50031483299204,2023-12-15,Station dédiée à la recharge rapide,2024-11-20,,2024-11-26T15:11:45.849000+00:00,62ea8cd6af9f2e745fa84023,9a53f96f-9bb7-4d94-9687-4c8525dea018,tesla-motors,2023-12-14T11:38:33.809000+00:00,-0.75845064,48.09307904,,,False,False,False
103175,104061,TESLA France SARL,524335262,charging-france@tesla.com,TESLA France SARL,charging-france@tesla.com,0970732103,TESLA France SARL,FRTSLP30246,30246,"Laval, France",Station dédiée à la recharge rapide,"Hôtel Campanile Laval Nord- 21 Rue Ferdinand Buisson, 53810 Changé",72058,"[-0.75845064, 48.09307904]",12,FRSTLE0DN2WF,,250,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,restriction gabarit inconnue,FALSE,Direct,50031483299204,2023-12-15,Station dédiée à la recharge rapide,2024-11-20,,2024-11-26T15:11:45.849000+00:00,62ea8cd6af9f2e745fa84023,9a53f96f-9bb7-4d94-9687-4c8525dea018,tesla-motors,2023-12-14T11:38:33.809000+00:00,-0.75845064,48.09307904,,,False,False,False
103176,104062,TESLA France SARL,524335262,charging-france@tesla.com,TESLA France SARL,charging-france@tesla.com,0970732103,TESLA France SARL,FRTSLP30246,30246,"Laval, France",Station dédiée à la recharge rapide,"Hôtel Campanile Laval Nord- 21 Rue Ferdinand Buisson, 53810 Changé",72058,"[-0.75845064, 48.09307904]",12,FRSTLE0DN2WH,,250,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,restriction gabarit inconnue,FALSE,Direct,50031483299204,2023-12-15,Station dédiée à la recharge rapide,2024-11-20,,2024-11-26T15:11:45.849000+00:00,62ea8cd6af9f2e745fa84023,9a53f96f-9bb7-4d94-9687-4c8525dea018,tesla-motors,2023-12-14T11:38:33.809000+00:00,-0.75845064,48.09307904,,,False,False,False
103177,104063,TESLA France SARL,524335262,charging-france@tesla.com,TESLA France SARL,charging-france@tesla.com,0970732103,TESLA France SARL,FRTSLP30985,30985,"Narbonne Sud, France",Station dédiée à la recharge rapide,"G La Galerie - Narbonne - Route de Perpignan, 11100 Narbonne",11262,"[2.98221435, 43.1618704]",21,FRSTLE0DOI1C,,250,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,restriction gabarit inconnue,FALSE,Direct,50039008307099,2023-12-21,Station dédiée à la recharge rapide,2024-11-20,,2024-11-26T15:11:45.849000+00:00,62ea8cd6af9f2e745fa84023,9a53f96f-9bb7-4d94-9687-4c8525dea018,tesla-motors,2023-12-14T11:38:33.809000+00:00,2.98221435,43.1618704,11100,Narbonne,True,True,False
103178,104064,TESLA France SARL,524335262,charging-france@tesla.com,TESLA France SARL,charging-france@tesla.com,0970732103,TESLA France SARL,FRTSLP30985,30985,"Narbonne Sud, France",Station dédiée à la recharge rapide,"G La Galerie - Narbonne - Route de Perpignan, 11100 Narbonne",11262,"[2.98221435, 43.1618704]",21,FRSTLE0DOI1D,,250,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,restriction gabarit inconnue,FALSE,Direct,50039008307099,2023-12-21,Station dédiée à la recharge rapide,2024-11-20,,2024-11-26T15:11:45.849000+00:00,62ea8cd6af9f2e745fa84023,9a53f96f-9bb7-4d94-9687-4c8525dea018,tesla-motors,2023-12-14T11:38:33.809000+00:00,2.98221435,43.1618704,11100,Narbonne,True,True,False
103179,104065,TESLA France SARL,524335262,charging-france@tesla.com,TESLA France SARL,charging-france@tesla.com,0970732103,TESLA France SARL,FRTSLP30985,30985,"Narbonne Sud, France",Station dédiée à la recharge rapide,"G La Galerie - Narbonne - Route de Perpignan, 11100 Narbonne",11262,"[2.98221435, 43.1618704]",21,FRSTLE0DOI1E,,250,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,restriction gabarit inconnue,FALSE,Direct,50039008307099,2023-12-21,Station dédiée à la recharge rapide,2024-11-20,,2024-11-26T15:11:45.849000+00:00,62ea8cd6af9f2e745fa84023,9a53f96f-9bb7-4d94-9687-4c8525dea018,tesla-motors,2023-12-14T11:38:33.809000+00:00,2.98221435,43.1618704,11100,Narbonne,True,True,False
103180,104066,TESLA France SARL,524335262,charging-france@tesla.com,TESLA France SARL,charging-france@tesla.com,0970732103,TESLA France SARL,FRTSLP30985,30985,"Narbonne Sud, France",Station dédiée à la recharge rapide,"G La Galerie - Narbonne - Route de Perpignan, 11100 Narbonne",11262,"[2.98221435, 43.1618704]",21,FRSTLE0DOI1F,,250,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,restriction gabarit inconnue,FALSE,Direct,50039008307099,2023-12-21,Station dédiée à la recharge rapide,2024-11-20,,2024-11-26T15:11:45.849000+00:00,62ea8cd6af9f2e745fa84023,9a53f96f-9bb7-4d94-9687-4c8525dea018,tesla-motors,2023-12-14T11:38:33.809000+00:00,2.98221435,43.1618704,11100,Narbonne,True,True,False
103181,104067,TESLA France SARL,524335262,charging-france@tesla.com,TESLA France SARL,charging-france@tesla.com,0970732103,TESLA France SARL,FRTSLP30985,30985,"Narbonne Sud, France",Station dédiée à la recharge rapide,"G La Galerie - Narbonne - Route de Perpignan, 11100 Narbonne",11262,"[2.98221435, 43.1618704]",21,FRSTLE0DOI1G,,250,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,restriction gabarit inconnue,FALSE,Direct,50039008307099,2023-12-21,Station dédiée à la recharge rapide,2024-11-20,,2024-11-26T15:11:45.849000+00:00,62ea8cd6af9f2e745fa84023,9a53f96f-9bb7-4d94-9687-4c8525dea018,tesla-motors,2023-12-14T11:38:33.809000+00:00,2.98221435,43.1618704,11100,Narbonne,True,True,False
103182,104068,TESLA France SARL,524335262,charging-france@tesla.com,TESLA France SARL,charging-france@tesla.com,0970732103,TESLA France SARL,FRTSLP30985,30985,"Narbonne Sud, France",Station dédiée à la recharge rapide,"G La Galerie - Narbonne - Route de Perpignan, 11100 Narbonne",11262,"[2.98221435, 43.1618704]",21,FRSTLE0DOI1H,,250,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,restriction gabarit inconnue,FALSE,Direct,50039008307099,2023-12-21,Station dédiée à la recharge rapide,2024-11-20,,2024-11-26T15:11:45.849000+00:00,62ea8cd6af9f2e745fa84023,9a53f96f-9bb7-4d94-9687-4c8525dea018,tesla-motors,2023-12-14T11:38:33.809000+00:00,2.98221435,43.1618704,11100,Narbonne,True,True,False
103183,104069,TESLA France SARL,524335262,charging-france@tesla.com,TESLA France SARL,charging-france@tesla.com,0970732103,TESLA France SARL,FRTSLP30985,30985,"Narbonne Sud, France",Station dédiée à la recharge rapide,"G La Galerie - Narbonne - Route de Perpignan, 11100 Narbonne",11262,"[2.98221435, 43.1618704]",21,FRSTLE0DOI1I,,250,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,restriction gabarit inconnue,FALSE,Direct,50039008307099,2023-12-21,Station dédiée à la recharge rapide,2024-11-20,,2024-11-26T15:11:45.849000+00:00,62ea8cd6af9f2e745fa84023,9a53f96f-9bb7-4d94-9687-4c8525dea018,tesla-motors,2023-12-14T11:38:33.809000+00:00,2.98221435,43.1618704,11100,Narbonne,True,True,False
103184,104070,TESLA France SARL,524335262,charging-france@tesla.com,TESLA France SARL,charging-france@tesla.com,0970732103,TESLA France SARL,FRTSLP30985,30985,"Narbonne Sud, France",Station dédiée à la recharge rapide,"G La Galerie - Narbonne - Route de Perpignan, 11100 Narbonne",11262,"[2.98221435, 43.1618704]",21,FRSTLE0DOI1J,,250,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,restriction gabarit inconnue,FALSE,Direct,50039008307099,2023-12-21,Station dédiée à la recharge rapide,2024-11-20,,2024-11-26T15:11:45.849000+00:00,62ea8cd6af9f2e745fa84023,9a53f96f-9bb7-4d94-9687-4c8525dea018,tesla-motors,2023-12-14T11:38:33.809000+00:00,2.98221435,43.1618704,11100,Narbonne,True,True,False
103185,104071,TESLA France SARL,524335262,charging-france@tesla.com,TESLA France SARL,charging-france@tesla.com,0970732103,TESLA France SARL,FRTSLP30985,30985,"Narbonne Sud, France",Station dédiée à la recharge rapide,"G La Galerie - Narbonne - Route de Perpignan, 11100 Narbonne",11262,"[2.98221435, 43.1618704]",21,FRSTLE0DOI1K,,250,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,restriction gabarit inconnue,FALSE,Direct,50039008307099,2023-12-21,Station dédiée à la recharge rapide,2024-11-20,,2024-11-26T15:11:45.849000+00:00,62ea8cd6af9f2e745fa84023,9a53f96f-9bb7-4d94-9687-4c8525dea018,tesla-motors,2023-12-14T11:38:33.809000+00:00,2.98221435,43.1618704,11100,Narbonne,True,True,False
103186,104072,TESLA France SARL,524335262,charging-france@tesla.com,TESLA France SARL,charging-france@tesla.com,0970732103,TESLA France SARL,FRTSLP30985,30985,"Narbonne Sud, France",Station dédiée à la recharge rapide,"G La Galerie - Narbonne - Route de Perpignan, 11100 Narbonne",11262,"[2.98221435, 43.1618704]",21,FRSTLE0DOI1L,,250,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,restriction gabarit inconnue,FALSE,Direct,50039008307099,2023-12-21,Station dédiée à la recharge rapide,2024-11-20,,2024-11-26T15:11:45.849000+00:00,62ea8cd6af9f2e745fa84023,9a53f96f-9bb7-4d94-9687-4c8525dea018,tesla-motors,2023-12-14T11:38:33.809000+00:00,2.98221435,43.1618704,11100,Narbonne,True,True,False
103187,104073,TESLA France SARL,524335262,charging-france@tesla.com,TESLA France SARL,charging-france@tesla.com,0970732103,TESLA France SARL,FRTSLP30985,30985,"Narbonne Sud, France",Station dédiée à la recharge rapide,"G La Galerie - Narbonne - Route de Perpignan, 11100 Narbonne",11262,"[2.98221435, 43.1618704]",21,FRSTLE0DOI1M,,250,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,restriction gabarit inconnue,FALSE,Direct,50039008307099,2023-12-21,Station dédiée à la recharge rapide,2024-11-20,,2024-11-26T15:11:45.849000+00:00,62ea8cd6af9f2e745fa84023,9a53f96f-9bb7-4d94-9687-4c8525dea018,tesla-motors,2023-12-14T11:38:33.809000+00:00,2.98221435,43.1618704,11100,Narbonne,True,True,False
103188,104074,TESLA France SARL,524335262,charging-france@tesla.com,TESLA France SARL,charging-france@tesla.com,0970732103,TESLA France SARL,FRTSLP30985,30985,"Narbonne Sud, France",Station dédiée à la recharge rapide,"G La Galerie - Narbonne - Route de Perpignan, 11100 Narbonne",11262,"[2.98221435, 43.1618704]",21,FRSTLE0DOI1N,,250,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,Accès libre,FALSE,24/7,Accessible mais non réservé PMR,restriction gabarit inconnue,FALSE,Direct,50039008307099,2023-12-21,Station dédiée à la recharge rapide,2024-11-20,,2024-11-26T15:11:45.849000+00:00,62ea8cd6af9f2e745fa84023,9a53f96f-9bb7-4d94-9687-4c8525dea018,tesla-motors,2023-12-14T11:38:33.809000+00:00,2.98221435,43.1618704,11100,Narbonne,True,True,False
